,paper_title,paper_link,conference,year,repo_link,repo_star,last_update,img2graph,text2graph,code2graph,Platform
218,PU-Net: Point Cloud Upsampling Network,http://openaccess.thecvf.com/content_cvpr_2018/papers/Yu_PU-Net_Point_Cloud_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/yulequan/PU-Net,117,1/2/2019,0,0,0,tensorflow
219,Scale-Recurrent Network for Deep Image Deblurring,http://openaccess.thecvf.com/content_cvpr_2018/papers/Tao_Scale-Recurrent_Network_for_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/jiangsutx/SRN-Deblur,159,1/2/2019,1,0,0,tensorflow
220,"WILDCAT: Weakly Supervised Learning of Deep ConvNets for Image Classification, Pointwise Localization and Segmentation",http://openaccess.thecvf.com/content_cvpr_2017/html/Durand_WILDCAT_Weakly_Supervised_CVPR_2017_paper.html,CVPR,2017,https://github.com/durandtibo/wildcat.pytorch,116,1/2/2019,0,0,0,pytorch
221,Noisy Natural Gradient as Variational Inference,http://proceedings.mlr.press/v80/zhang18l.html,ICML,2018,https://github.com/wlwkgus/NoisyNaturalGradient,108,1/2/2019,0,0,0,pytorch
222,Video Frame Synthesis Using Deep Voxel Flow,http://openaccess.thecvf.com/content_iccv_2017/html/Liu_Video_Frame_Synthesis_ICCV_2017_paper.html,ICCV,2017,https://github.com/liuziwei7/voxel-flow,114,1/2/2019,0,0,0,tensorflow
223,Working hard to know your neighbor's margins: Local descriptor learning loss,http://papers.nips.cc/paper/7068-working-hard-to-know-your-neighbors-margins-local-descriptor-learning-loss.pdf,NIPS,2017,https://github.com/DagnyT/hardnet,128,1/2/2019,0,0,0,pytorch
224,"Train longer, generalize better: closing the generalization gap in large batch training of neural networks",http://papers.nips.cc/paper/6770-train-longer-generalize-better-closing-the-generalization-gap-in-large-batch-training-of-neural-networks.pdf,NIPS,2017,https://github.com/eladhoffer/bigBatch,112,1/2/2019,0,0,0,pytorch
225,Adversarial Discriminative Domain Adaptation,http://openaccess.thecvf.com/content_cvpr_2017/html/Tzeng_Adversarial_Discriminative_Domain_CVPR_2017_paper.html,CVPR,2017,https://github.com/corenel/pytorch-adda,129,1/2/2019,1,0,0,pytorch
226,Quantized Densely Connected U-Nets for Efficient Landmark Localization,http://openaccess.thecvf.com/content_ECCV_2018/html/Zhiqiang_Tang_Quantized_Densely_Connected_ECCV_2018_paper.html,ECCV,2018,https://github.com/zhiqiangdon/CU-Net,143,1/2/2019,0,0,0,pytorch
227,Rethinking Feature Distribution for Loss Functions in Image Classification,http://openaccess.thecvf.com/content_cvpr_2018/papers/Wan_Rethinking_Feature_Distribution_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/WeitaoVan/L-GM-loss,120,1/2/2019,0,0,0,tensorflow
228,DenseASPP for Semantic Segmentation in Street Scenes,http://openaccess.thecvf.com/content_cvpr_2018/papers/Yang_DenseASPP_for_Semantic_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/DeepMotionAIResearch/DenseASPP,151,1/2/2019,1,0,0,pytorch
229,Graph R-CNN for Scene Graph Generation,http://openaccess.thecvf.com/content_ECCV_2018/html/Jianwei_Yang_Graph_R-CNN_for_ECCV_2018_paper.html,ECCV,2018,https://github.com/jwyang/graph-rcnn.pytorch,144,1/2/2019,0,0,0,pytorch
230,Density-Aware Single Image De-Raining Using a Multi-Stream Dense Network,http://openaccess.thecvf.com/content_cvpr_2018/papers/Zhang_Density-Aware_Single_Image_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/hezhangsprinter/DID-MDN,118,1/2/2019,1,0,0,pytorch
231,Task-based End-to-end Model Learning in Stochastic Optimization,http://papers.nips.cc/paper/7132-task-based-end-to-end-model-learning-in-stochastic-optimization.pdf,NIPS,2017,https://github.com/locuslab/e2e-model-learning,100,1/2/2019,0,0,0,pytorch
232,MAttNet: Modular Attention Network for Referring Expression Comprehension,http://openaccess.thecvf.com/content_cvpr_2018/papers/Yu_MAttNet_Modular_Attention_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/lichengunc/MAttNet,104,1/2/2019,1,0,0,pytorch
233,"Style Tokens: Unsupervised Style Modeling, Control and Transfer in End-to-End Speech Synthesis",http://proceedings.mlr.press/v80/wang18h.html,ICML,2018,https://github.com/syang1993/gst-tacotron,129,1/2/2019,1,0,0,tensorflow
234,ELEGANT: Exchanging Latent Encodings with GAN for Transferring Multiple Face Attributes,http://openaccess.thecvf.com/content_ECCV_2018/html/Taihong_Xiao_ELEGANT_Exchanging_Latent_ECCV_2018_paper.html,ECCV,2018,https://github.com/Prinsphield/ELEGANT,117,1/2/2019,0,0,0,pytorch
235,Learning to Compose Domain-Specific Transformations for Data Augmentation,http://papers.nips.cc/paper/6916-learning-to-compose-domain-specific-transformations-for-data-augmentation.pdf,NIPS,2017,https://github.com/HazyResearch/tanda,97,1/2/2019,1,0,0,tensorflow
236,Deeply-Recursive Convolutional Network for Image Super-Resolution,http://openaccess.thecvf.com/content_cvpr_2016/html/Kim_Deeply-Recursive_Convolutional_Network_CVPR_2016_paper.html,CVPR,2016,https://github.com/jiny2001/deeply-recursive-cnn-tf,96,1/2/2019,0,0,0,tensorflow
237,Neural Arithmetic Logic Units,http://arxiv.org/abs/1808.00508v1,NIPS,2018,https://github.com/llSourcell/Neural_Arithmetic_Logic_Units,87,1/2/2019,0,0,0,pytorch
238,Learning a Deep Embedding Model for Zero-Shot Learning,http://openaccess.thecvf.com/content_cvpr_2017/html/Zhang_Learning_a_Deep_CVPR_2017_paper.html,CVPR,2017,https://github.com/lzrobots/DeepEmbeddingModel_ZSL,104,1/2/2019,0,0,0,tensorflow
239,Knowledge Aided Consistency for Weakly Supervised Phrase Grounding,http://openaccess.thecvf.com/content_cvpr_2018/papers/Chen_Knowledge_Aided_Consistency_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/kanchen-usc/KAC-Net,87,1/2/2019,0,0,0,tensorflow
240,Perturbative Neural Networks,http://openaccess.thecvf.com/content_cvpr_2018/papers/Juefei-Xu_Perturbative_Neural_Networks_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/juefeix/pnn.pytorch,130,1/2/2019,1,0,0,pytorch
241,End-to-End Weakly-Supervised Semantic Alignment,http://openaccess.thecvf.com/content_cvpr_2018/papers/Rocco_End-to-End_Weakly-Supervised_Semantic_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/ignacio-rocco/weakalign,106,1/2/2019,0,0,0,pytorch
242,Repulsion Loss: Detecting Pedestrians in a Crowd,http://openaccess.thecvf.com/content_cvpr_2018/papers/Wang_Repulsion_Loss_Detecting_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/bailvwangzi/repulsion_loss_ssd,113,1/2/2019,0,0,0,pytorch
243,Decoupled Neural Interfaces using Synthetic Gradients,http://proceedings.mlr.press/v70/jaderberg17a.html,ICML,2017,https://github.com/andrewliao11/dni.pytorch,90,1/2/2019,0,0,0,pytorch
244,Semantic Autoencoder for Zero-Shot Learning,http://openaccess.thecvf.com/content_cvpr_2017/html/Kodirov_Semantic_Autoencoder_for_CVPR_2017_paper.html,CVPR,2017,https://github.com/Elyorcv/SAE,92,1/2/2019,0,0,0,pytorch
245,Genetic CNN,http://openaccess.thecvf.com/content_iccv_2017/html/Xie_Genetic_CNN_ICCV_2017_paper.html,ICCV,2017,https://github.com/aqibsaeed/Genetic-CNN,97,1/2/2019,1,0,0,tensorflow
246,HashNet: Deep Learning to Hash by Continuation,http://openaccess.thecvf.com/content_iccv_2017/html/Cao_HashNet_Deep_Learning_ICCV_2017_paper.html,ICCV,2017,https://github.com/thuml/HashNet,97,1/2/2019,0,0,0,pytorch
247,Learning Blind Video Temporal Consistency,http://openaccess.thecvf.com/content_ECCV_2018/html/Wei-Sheng_Lai_Real-Time_Blind_Video_ECCV_2018_paper.html,ECCV,2018,https://github.com/phoenix104104/fast_blind_video_consistency,109,1/2/2019,0,0,0,pytorch
248,PSANet: Point-wise Spatial Attention Network for Scene Parsing,http://openaccess.thecvf.com/content_ECCV_2018/html/Hengshuang_Zhao_PSANet_Point-wise_Spatial_ECCV_2018_paper.html,ECCV,2018,https://github.com/hszhao/PSANet,121,1/2/2019,1,0,0,pytorch
249,Best of Both Worlds: Transferring Knowledge from Discriminative Learning to a Generative Visual Dialog Model,http://papers.nips.cc/paper/6635-best-of-both-worlds-transferring-knowledge-from-discriminative-learning-to-a-generative-visual-dialog-model.pdf,NIPS,2017,https://github.com/jiasenlu/visDial.pytorch,94,1/2/2019,0,0,0,pytorch
250,Piggyback: Adapting a Single Network to Multiple Tasks by Learning to Mask Weights,http://openaccess.thecvf.com/content_ECCV_2018/html/Arun_Mallya_Piggyback_Adapting_a_ECCV_2018_paper.html,ECCV,2018,https://github.com/arunmallya/piggyback,88,1/2/2019,0,0,0,pytorch
251,GANs for Biological Image Synthesis,http://openaccess.thecvf.com/content_iccv_2017/html/Osokin_GANs_for_Biological_ICCV_2017_paper.html,ICCV,2017,https://github.com/aosokin/biogans,85,1/2/2019,1,0,0,pytorch
252,Nonlinear 3D Face Morphable Model,http://openaccess.thecvf.com/content_cvpr_2018/papers/Tran_Nonlinear_3D_Face_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/tranluan/Nonlinear_Face_3DMM,128,1/2/2019,0,0,0,tensorflow
253,Deep Mutual Learning,http://openaccess.thecvf.com/content_cvpr_2018/papers/Zhang_Deep_Mutual_Learning_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/YingZhangDUT/Deep-Mutual-Learning,100,1/2/2019,1,0,0,tensorflow
254,Representation Learning by Learning to Count,http://openaccess.thecvf.com/content_iccv_2017/html/Noroozi_Representation_Learning_by_ICCV_2017_paper.html,ICCV,2017,https://github.com/gitlimlab/Representation-Learning-by-Learning-to-Count,84,1/2/2019,0,0,0,tensorflow
255,Image Inpainting for Irregular Holes Using Partial Convolutions,http://openaccess.thecvf.com/content_ECCV_2018/html/Guilin_Liu_Image_Inpainting_for_ECCV_2018_paper.html,ECCV,2018,https://github.com/naoto0804/pytorch-inpainting-with-partial-conv,153,1/2/2019,0,0,0,pytorch
256,Causal Effect Inference with Deep Latent-Variable Models,http://papers.nips.cc/paper/7223-causal-effect-inference-with-deep-latent-variable-models.pdf,NIPS,2017,https://github.com/AMLab-Amsterdam/CEVAE,87,1/2/2019,0,0,0,tensorflow
257,Multiple Instance Detection Network With Online Instance Classifier Refinement,http://openaccess.thecvf.com/content_cvpr_2017/html/Tang_Multiple_Instance_Detection_CVPR_2017_paper.html,CVPR,2017,https://github.com/ppengtang/oicr,113,1/2/2019,0,0,0,pytorch
258,MMD GAN: Towards Deeper Understanding of Moment Matching Network,http://papers.nips.cc/paper/6815-mmd-gan-towards-deeper-understanding-of-moment-matching-network.pdf,NIPS,2017,https://github.com/OctoberChang/MMD-GAN,84,1/2/2019,0,0,0,pytorch
259,Integral Human Pose Regression,http://openaccess.thecvf.com/content_ECCV_2018/html/Xiao_Sun_Integral_Human_Pose_ECCV_2018_paper.html,ECCV,2018,https://github.com/JimmySuen/integral-human-pose,141,1/2/2019,0,0,0,pytorch
260,LiDAR-Video Driving Dataset: Learning Driving Policies Effectively,http://openaccess.thecvf.com/content_cvpr_2018/papers/Chen_LiDAR-Video_Driving_Dataset_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/driving-behavior/DBNet,104,1/2/2019,1,0,0,tensorflow
261,Attention-based Deep Multiple Instance Learning,http://proceedings.mlr.press/v80/ilse18a.html,ICML,2018,https://github.com/AMLab-Amsterdam/AttentionDeepMIL,109,1/2/2019,0,0,0,pytorch
262,Macro-Micro Adversarial Network for Human Parsing,http://openaccess.thecvf.com/content_ECCV_2018/html/Yawei_Luo_Macro-Micro_Adversarial_Network_ECCV_2018_paper.html,ECCV,2018,https://github.com/RoyalVane/MMAN,98,1/2/2019,0,0,0,pytorch
263,Neural Module Networks,http://openaccess.thecvf.com/content_cvpr_2016/html/Andreas_Neural_Module_Networks_CVPR_2016_paper.html,CVPR,2016,https://github.com/HarshTrivedi/nmn-pytorch,81,1/2/2019,1,0,0,pytorch
264,Multi-view to Novel view: Synthesizing novel views with Self-Learned Confidence,http://openaccess.thecvf.com/content_ECCV_2018/html/Shao-Hua_Sun_Multi-view_to_Novel_ECCV_2018_paper.html,ECCV,2018,https://github.com/shaohua0116/Multiview2Novelview,92,1/2/2019,0,0,0,tensorflow
265,Neural Kinematic Networks for Unsupervised Motion Retargetting,http://openaccess.thecvf.com/content_cvpr_2018/papers/Villegas_Neural_Kinematic_Networks_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/rubenvillegas/cvpr2018nkn,90,1/2/2019,0,0,0,tensorflow
266,LQ-Nets: Learned Quantization for Highly Accurate and Compact Deep Neural Networks,http://openaccess.thecvf.com/content_ECCV_2018/html/Dongqing_Zhang_Optimized_Quantization_for_ECCV_2018_paper.html,ECCV,2018,https://github.com/Microsoft/LQ-Nets,103,1/2/2019,0,0,0,tensorflow
267,DeLiGAN : Generative Adversarial Networks for Diverse and Limited Data,http://openaccess.thecvf.com/content_cvpr_2017/html/Gurumurthy_DeLiGAN__Generative_CVPR_2017_paper.html,CVPR,2017,https://github.com/val-iisc/deligan,78,1/2/2019,1,0,0,tensorflow
268,A-NICE-MC: Adversarial Training for MCMC,http://papers.nips.cc/paper/7099-a-nice-mc-adversarial-training-for-mcmc.pdf,NIPS,2017,https://github.com/jiamings/a-nice-mc,80,1/2/2019,0,0,0,tensorflow
269,VITAL: VIsual Tracking via Adversarial Learning,http://openaccess.thecvf.com/content_cvpr_2018/papers/Song_VITAL_VIsual_Tracking_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/ybsong00/Vital_release,86,1/2/2019,0,0,0,pytorch
270,Real-Time Single Image and Video Super-Resolution Using an Efficient Sub-Pixel Convolutional Neural Network,http://openaccess.thecvf.com/content_cvpr_2016/html/Shi_Real-Time_Single_Image_CVPR_2016_paper.html,CVPR,2016,https://github.com/leftthomas/ESPCN,92,1/2/2019,0,0,0,pytorch
271,Unsupervised Video Summarization With Adversarial LSTM Networks,http://openaccess.thecvf.com/content_cvpr_2017/html/Mahasseni_Unsupervised_Video_Summarization_CVPR_2017_paper.html,CVPR,2017,https://github.com/j-min/Adversarial_Video_Summary,82,1/2/2019,1,0,0,pytorch
272,Future Frame Prediction for Anomaly Detection – A New Baseline,http://openaccess.thecvf.com/content_cvpr_2018/papers/Liu_Future_Frame_Prediction_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/StevenLiuWen/ano_pred_cvpr2018,92,1/2/2019,1,0,0,tensorflow
273,Query-Guided Regression Network With Context Policy for Phrase Grounding,http://openaccess.thecvf.com/content_iccv_2017/html/Chen_Query-Guided_Regression_Network_ICCV_2017_paper.html,ICCV,2017,https://github.com/kanchen-usc/QRC-Net,72,1/2/2019,1,0,0,tensorflow
274,End-To-End Instance Segmentation With Recurrent Attention,http://openaccess.thecvf.com/content_cvpr_2017/html/Ren_End-To-End_Instance_Segmentation_CVPR_2017_paper.html,CVPR,2017,https://github.com/renmengye/rec-attend-public,78,1/2/2019,0,0,0,tensorflow
275,Learning Shape Abstractions by Assembling Volumetric Primitives,http://openaccess.thecvf.com/content_cvpr_2017/html/Tulsiani_Learning_Shape_Abstractions_CVPR_2017_paper.html,CVPR,2017,https://github.com/shubhtuls/volumetricPrimitives,77,1/2/2019,0,0,0,pytorch
276,Geometric Matrix Completion with Recurrent Multi-Graph Neural Networks,http://papers.nips.cc/paper/6960-geometric-matrix-completion-with-recurrent-multi-graph-neural-networks.pdf,NIPS,2017,https://github.com/fmonti/mgcnn,90,1/2/2019,1,0,0,tensorflow
277,Top-Down Visual Saliency Guided by Captions,http://openaccess.thecvf.com/content_cvpr_2017/html/Ramanishka_Top-Down_Visual_Saliency_CVPR_2017_paper.html,CVPR,2017,https://github.com/VisionLearningGroup/caption-guided-saliency,72,1/2/2019,0,0,0,tensorflow
278,Visual Feature Attribution Using Wasserstein GANs,http://openaccess.thecvf.com/content_cvpr_2018/papers/Baumgartner_Visual_Feature_Attribution_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/orobix/Visual-Feature-Attribution-Using-Wasserstein-GANs-Pytorch,72,1/2/2019,0,0,0,tensorflow
279,Repeatability Is Not Enough: Learning Affine Regions via Discriminability,http://openaccess.thecvf.com/content_ECCV_2018/html/Dmytro_Mishkin_Repeatability_Is_Not_ECCV_2018_paper.html,ECCV,2018,https://github.com/ducha-aiki/affnet,84,1/2/2019,0,0,0,pytorch
280,Avatar-Net: Multi-Scale Zero-Shot Style Transfer by Feature Decoration,http://openaccess.thecvf.com/content_cvpr_2018/papers/Sheng_Avatar-Net_Multi-Scale_Zero-Shot_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/LucasSheng/avatar-net,71,1/2/2019,1,0,0,tensorflow
281,Factorizable Net: An Efficient Subgraph-based Framework for Scene Graph Generation,http://openaccess.thecvf.com/content_ECCV_2018/html/Yikang_LI_Factorizable_Net_An_ECCV_2018_paper.html,ECCV,2018,https://github.com/yikang-li/FactorizableNet,78,1/2/2019,0,0,0,pytorch
282,SGPN: Similarity Group Proposal Network for 3D Point Cloud Instance Segmentation,http://openaccess.thecvf.com/content_cvpr_2018/papers/Wang_SGPN_Similarity_Group_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/laughtervv/SGPN,84,1/2/2019,0,0,0,tensorflow
283,Action-Decision Networks for Visual Tracking With Deep Reinforcement Learning,http://openaccess.thecvf.com/content_cvpr_2017/html/Yun_Action-Decision_Networks_for_CVPR_2017_paper.html,CVPR,2017,https://github.com/hellbell/ADNet,71,1/2/2019,0,0,0,tensorflow
284,ScanComplete: Large-Scale Scene Completion and Semantic Segmentation for 3D Scans,http://openaccess.thecvf.com/content_cvpr_2018/papers/Dai_ScanComplete_Large-Scale_Scene_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/angeladai/ScanComplete,97,1/2/2019,0,0,0,tensorflow
285,Optical Flow Estimation Using a Spatial Pyramid Network,http://openaccess.thecvf.com/content_cvpr_2017/html/Ranjan_Optical_Flow_Estimation_CVPR_2017_paper.html,CVPR,2017,https://github.com/sniklaus/pytorch-spynet,90,1/2/2019,0,0,0,pytorch
286,Raster-To-Vector: Revisiting Floorplan Transformation,http://openaccess.thecvf.com/content_iccv_2017/html/Liu_Raster-To-Vector_Revisiting_Floorplan_ICCV_2017_paper.html,ICCV,2017,https://github.com/art-programmer/FloorplanTransformation,76,1/2/2019,0,0,0,pytorch
287,One-Shot Unsupervised Cross Domain Translation,http://arxiv.org/abs/1806.06029v1,NIPS,2018,https://github.com/sagiebenaim/OneShotTranslation,89,1/2/2019,0,0,0,pytorch
288,Pairwise Confusion for Fine-Grained Visual Classification,http://openaccess.thecvf.com/content_ECCV_2018/html/Abhimanyu_Dubey_Improving_Fine-Grained_Visual_ECCV_2018_paper.html,ECCV,2018,https://github.com/abhimanyudubey/confusion,77,1/2/2019,0,0,0,pytorch
289,Generalizing A Person Retrieval Model Hetero- and Homogeneously,http://openaccess.thecvf.com/content_ECCV_2018/html/Zhun_Zhong_Generalizing_A_Person_ECCV_2018_paper.html,ECCV,2018,https://github.com/zhunzhong07/HHL,78,1/2/2019,1,0,0,pytorch
290,Learning Depth From Monocular Videos Using Direct Methods,http://openaccess.thecvf.com/content_cvpr_2018/papers/Wang_Learning_Depth_From_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/MightyChaos/LKVOLearner,97,1/2/2019,1,0,0,pytorch
291,Training Deep Networks without Learning Rates Through Coin Betting,http://papers.nips.cc/paper/6811-training-deep-networks-without-learning-rates-through-coin-betting.pdf,NIPS,2017,https://github.com/bremen79/cocob,66,1/2/2019,0,0,0,tensorflow
292,Optimizing the Latent Space of Generative Networks,http://proceedings.mlr.press/v80/bojanowski18a.html,ICML,2018,https://github.com/tneumann/minimal_glo,66,1/2/2019,0,0,0,pytorch
293,Full Resolution Image Compression With Recurrent Neural Networks,http://openaccess.thecvf.com/content_cvpr_2017/html/Toderici_Full_Resolution_Image_CVPR_2017_paper.html,CVPR,2017,https://github.com/1zb/pytorch-image-comp-rnn,66,1/2/2019,1,0,0,tensorflow
294,CSRNet: Dilated Convolutional Neural Networks for Understanding the Highly Congested Scenes,http://openaccess.thecvf.com/content_cvpr_2018/papers/Li_CSRNet_Dilated_Convolutional_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/leeyeehoo/CSRNet-pytorch,87,1/2/2019,0,0,0,pytorch
295,Generative Neural Machine Translation,http://arxiv.org/abs/1806.05138v1,NIPS,2018,https://github.com/ZhenYangIACAS/NMT_GAN,68,1/2/2019,0,0,0,tensorflow
296,AdaGAN: Boosting Generative Models,http://papers.nips.cc/paper/7126-adagan-boosting-generative-models.pdf,NIPS,2017,https://github.com/tolstikhin/adagan,59,1/2/2019,0,0,0,tensorflow
297,Progressive Neural Architecture Search,http://openaccess.thecvf.com/content_ECCV_2018/html/Chenxi_Liu_Progressive_Neural_Architecture_ECCV_2018_paper.html,ECCV,2018,https://github.com/titu1994/progressive-neural-architecture-search,68,1/2/2019,1,0,0,tensorflow
298,PointNetVLAD: Deep Point Cloud Based Retrieval for Large-Scale Place Recognition,http://openaccess.thecvf.com/content_cvpr_2018/papers/Uy_PointNetVLAD_Deep_Point_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/mikacuy/pointnetvlad,69,1/2/2019,1,0,0,tensorflow
299,Doubly Stochastic Variational Inference for Deep Gaussian Processes,http://papers.nips.cc/paper/7045-doubly-stochastic-variational-inference-for-deep-gaussian-processes.pdf,NIPS,2017,https://github.com/ICL-SML/Doubly-Stochastic-DGP,66,1/2/2019,0,0,0,tensorflow
300,Toward Controlled Generation of Text,http://proceedings.mlr.press/v70/hu17e.html,ICML,2017,https://github.com/GBLin5566/toward-controlled-generation-of-text-pytorch,63,1/2/2019,1,0,0,pytorch
301,Learning to Reweight Examples for Robust Deep Learning,http://proceedings.mlr.press/v80/ren18a.html,ICML,2018,https://github.com/danieltan07/learning-to-reweight-examples,76,1/2/2019,0,0,0,pytorch
302,Dance Dance Convolution,http://proceedings.mlr.press/v70/donahue17a.html,ICML,2017,https://github.com/chrisdonahue/ddc,65,1/2/2019,1,0,0,tensorflow
303,Generate to Adapt: Aligning Domains Using Generative Adversarial Networks,http://openaccess.thecvf.com/content_cvpr_2018/papers/Sankaranarayanan_Generate_to_Adapt_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/yogeshbalaji/Generate_To_Adapt,67,1/2/2019,0,0,0,pytorch
304,Xception: Deep Learning With Depthwise Separable Convolutions,http://openaccess.thecvf.com/content_cvpr_2017/html/Chollet_Xception_Deep_Learning_CVPR_2017_paper.html,CVPR,2017,https://github.com/tstandley/Xception-PyTorch,71,1/2/2019,1,0,1,pytorch
305,Geometry-Aware Learning of Maps for Camera Localization,http://openaccess.thecvf.com/content_cvpr_2018/papers/Brahmbhatt_Geometry-Aware_Learning_of_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/samarth-robo/MapNet,63,1/2/2019,0,0,0,pytorch
306,Improving Generalization via  Scalable Neighborhood Component Analysis,http://openaccess.thecvf.com/content_ECCV_2018/html/Zhirong_Wu_Improving_Embedding_Generalization_ECCV_2018_paper.html,ECCV,2018,https://github.com/Microsoft/snca.pytorch,76,1/2/2019,0,0,0,pytorch
307,Convolutional Gaussian Processes,http://papers.nips.cc/paper/6877-convolutional-gaussian-processes.pdf,NIPS,2017,https://github.com/markvdw/convgp/,57,9/16/2018,0,0,0,tensorflow
308,Path-Level Network Transformation for Efficient Architecture Search,http://proceedings.mlr.press/v80/cai18a.html,ICML,2018,https://github.com/han-cai/PathLevel-EAS,73,1/2/2019,1,0,0,pytorch
309,Escape From Cells: Deep Kd-Networks for the Recognition of 3D Point Cloud Models,http://openaccess.thecvf.com/content_iccv_2017/html/Klokov_Escape_From_Cells_ICCV_2017_paper.html,ICCV,2017,https://github.com/fxia22/kdnet.pytorch,68,1/2/2019,0,0,0,pytorch
310,Object Level Visual Reasoning in Videos,http://openaccess.thecvf.com/content_ECCV_2018/html/Fabien_Baradel_Object_Level_Visual_ECCV_2018_paper.html,ECCV,2018,https://github.com/fabienbaradel/object_level_visual_reasoning,71,1/2/2019,0,0,0,pytorch
311,Disentangled Person Image Generation,http://openaccess.thecvf.com/content_cvpr_2018/papers/Ma_Disentangled_Person_Image_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/charliememory/Disentangled-Person-Image-Generation,75,1/2/2019,0,0,0,tensorflow
312,Diverse Image-to-Image Translation via Disentangled Representations,http://openaccess.thecvf.com/content_ECCV_2018/html/Hsin-Ying_Lee_Diverse_Image-to-Image_Translation_ECCV_2018_paper.html,ECCV,2018,https://github.com/taki0112/DRIT-Tensorflow,72,1/2/2019,0,0,0,tensorflow
313,Neural Program Synthesis from Diverse Demonstration Videos,http://proceedings.mlr.press/v80/sun18a.html,ICML,2018,https://github.com/shaohua0116/demo2program,62,1/2/2019,0,0,0,tensorflow
314,Pointwise Convolutional Neural Networks,http://openaccess.thecvf.com/content_cvpr_2018/papers/Hua_Pointwise_Convolutional_Neural_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/scenenn/pointwise,67,1/2/2019,0,0,0,tensorflow
315,Modeling Relationships in Referential Expressions With Compositional Modular Networks,http://openaccess.thecvf.com/content_cvpr_2017/html/Hu_Modeling_Relationships_in_CVPR_2017_paper.html,CVPR,2017,https://github.com/ronghanghu/cmn,57,1/2/2019,0,0,0,tensorflow
316,Deep Subspace Clustering Networks,http://papers.nips.cc/paper/6608-deep-subspace-clustering-networks.pdf,NIPS,2017,https://github.com/panji1990/Deep-subspace-clustering-networks,68,1/2/2019,0,0,0,tensorflow
317,Learning Latent Super-Events to Detect Multiple Activities in Videos,http://openaccess.thecvf.com/content_cvpr_2018/papers/Piergiovanni_Learning_Latent_Super-Events_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/piergiaj/super-events-cvpr18,67,1/2/2019,0,0,0,pytorch
318,Depth-aware CNN for RGB-D Segmentation,http://openaccess.thecvf.com/content_ECCV_2018/html/Weiyue_Wang_Depth-aware_CNN_for_ECCV_2018_paper.html,ECCV,2018,https://github.com/laughtervv/DepthAwareCNN,88,1/2/2019,0,0,0,pytorch
319,Online and Linear-Time Attention by Enforcing Monotonic Alignments,http://proceedings.mlr.press/v70/raffel17a.html,ICML,2017,https://github.com/craffel/mad,56,1/2/2019,0,0,0,tensorflow
320,Unsupervised Discovery of Object Landmarks as Structural Representations,http://openaccess.thecvf.com/content_cvpr_2018/papers/Zhang_Unsupervised_Discovery_of_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/YutingZhang/lmdis-rep,61,1/2/2019,0,0,0,tensorflow
321,Crafting a Toolchain for Image Restoration by Deep Reinforcement Learning,http://openaccess.thecvf.com/content_cvpr_2018/papers/Yu_Crafting_a_Toolchain_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/yuke93/RL-Restore,77,1/2/2019,0,0,0,tensorflow
322,SparseMAP: Differentiable Sparse Structured Inference,http://proceedings.mlr.press/v80/niculae18a.html,ICML,2018,https://github.com/vene/sparsemap,75,1/2/2019,0,0,0,pytorch
323,Adversarial Feature Augmentation for Unsupervised Domain Adaptation,http://openaccess.thecvf.com/content_cvpr_2018/papers/Volpi_Adversarial_Feature_Augmentation_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/ricvolpi/adversarial-feature-augmentation,67,1/2/2019,0,0,0,tensorflow
324,Fast and Accurate Single Image Super-Resolution via Information Distillation Network,http://openaccess.thecvf.com/content_cvpr_2018/papers/Hui_Fast_and_Accurate_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/Zheng222/IDN-Caffe,71,1/2/2019,1,0,0,tensorflow
